,Date,Open,High,Low,Close,Adj Close,Volume
333,2014-01-02,64.610001,64.639999,63.439999,63.580002,55.403057,2282100
334,2014-01-03,63.580002,63.869999,63.139999,63.509998,55.342052,1739100
335,2014-01-06,63.639999,63.810001,63.25,63.52,55.350765,1889000
336,2014-01-07,63.810001,64.739998,63.700001,64.690002,56.370312,2196600
337,2014-01-08,64.529999,65.129997,64.279999,64.760002,56.431293,2935500
338,2014-01-09,65.5,66.440002,65.160004,66.32,57.790665,2961600
339,2014-01-10,66.769997,67.82,66.639999,67.779999,59.062893,3385000
340,2014-01-13,67.769997,68.470001,67.010002,67.169998,58.531357,2852000
341,2014-01-14,67.199997,67.43,66.82,67.110001,58.479065,1750500
342,2014-01-15,67.099998,67.160004,66.559998,66.629997,58.060802,1613700
343,2014-01-16,66.239998,66.550003,65.849998,66.480003,57.930099,1779500
344,2014-01-17,66.32,66.550003,66.050003,66.290001,57.764526,1947600
345,2014-01-21,66.489998,66.940002,66.379997,66.879997,58.278641,2775200
346,2014-01-22,66.879997,67.239998,66.790001,67.120003,58.487785,2148200
347,2014-01-23,66.720001,67.0,66.07,66.400002,57.860374,2643500
348,2014-01-24,66.089996,66.82,65.860001,65.93,57.450825,2383200
349,2014-01-27,65.959999,66.75,65.849998,66.419998,57.877811,2171700
350,2014-01-28,66.419998,66.639999,66.059998,66.260002,57.738392,2380500
351,2014-01-29,66.080002,66.459999,65.870003,66.279999,57.75581,2646200
352,2014-01-30,66.449997,67.169998,66.330002,67.050003,58.426785,2184200
353,2014-01-31,65.620003,68.449997,65.080002,67.910004,59.176186,4436900
354,2014-02-03,67.839996,68.860001,66.919998,67.120003,58.487785,3096300
355,2014-02-04,67.129997,67.349998,65.760002,65.849998,57.381111,3507300
356,2014-02-05,65.599998,65.849998,65.059998,65.699997,57.250401,2684100
357,2014-02-06,65.650002,66.099998,65.110001,65.93,57.450825,1735000
358,2014-02-07,66.080002,66.980003,65.949997,66.93,58.322212,2138000
359,2014-02-10,67.269997,68.57,66.93,68.489998,59.681587,3972400
360,2014-02-11,68.690002,69.589996,68.360001,69.139999,60.247993,3114000
361,2014-02-12,69.0,69.519997,68.760002,69.360001,60.439701,1846600
362,2014-02-13,69.059998,70.75,69.0,70.690002,61.598652,2736000
363,2014-02-14,70.489998,71.169998,70.099998,71.110001,61.964642,2225000
364,2014-02-18,71.150002,71.309998,70.68,70.860001,61.746777,2094900
365,2014-02-19,70.82,71.730003,70.470001,70.639999,61.555084,2125000
366,2014-02-20,70.730003,71.730003,70.610001,71.5,62.304466,2032000
367,2014-02-21,71.599998,72.07,71.32,71.389999,62.208611,1549200
368,2014-02-24,71.400002,72.220001,71.269997,71.290001,62.121475,1514400
369,2014-02-25,71.389999,71.959999,71.110001,71.260002,62.095348,1893800
370,2014-02-26,70.949997,71.019997,69.599998,69.760002,61.304436,2633900
371,2014-02-27,69.760002,70.129997,69.25,69.580002,61.146255,1652600
372,2014-02-28,69.470001,69.809998,69.089996,69.400002,60.988071,4112500
373,2014-03-03,68.970001,69.449997,68.389999,68.589996,60.276249,2861700
374,2014-03-04,69.300003,69.519997,68.860001,69.290001,60.891388,2891000
375,2014-03-05,69.260002,69.300003,68.349998,68.519997,60.214725,2721300
376,2014-03-06,68.75,68.900002,67.790001,67.970001,59.731396,2294500
377,2014-03-07,67.889999,68.510002,67.589996,68.440002,60.144432,3006800
378,2014-03-10,68.309998,68.660004,67.970001,68.349998,60.065338,2016900
379,2014-03-11,68.43,68.43,67.75,68.050003,59.801697,2223000
380,2014-03-12,68.010002,69.010002,67.849998,68.980003,60.618965,2711200
381,2014-03-13,69.040001,69.68,68.860001,69.5,61.075939,3369800
382,2014-03-14,69.419998,70.089996,69.129997,69.889999,61.418671,4787500
383,2014-03-17,70.230003,70.650002,69.68,70.599998,62.042606,3800700
384,2014-03-18,70.599998,70.870003,70.209999,70.5,61.95472,2411100
385,2014-03-19,70.639999,71.230003,69.379997,69.830002,61.365952,3163500
386,2014-03-20,70.080002,70.080002,68.970001,69.769997,61.313217,2537600
387,2014-03-21,70.82,70.959999,69.93,70.059998,61.568066,4528700
388,2014-03-24,70.040001,70.389999,69.449997,69.769997,61.313217,2236100
389,2014-03-25,69.949997,70.209999,69.519997,70.07,61.576855,1658300
390,2014-03-26,70.129997,70.970001,69.970001,70.360001,61.831707,2189500
391,2014-03-27,70.419998,71.019997,70.080002,70.949997,62.350185,1819800
392,2014-03-28,70.82,71.129997,70.599998,71.089996,62.473225,1866300
393,2014-03-31,71.279999,71.519997,70.239998,70.989998,62.385338,2850500
394,2014-04-01,70.849998,71.160004,70.040001,70.400002,61.866848,2418500
395,2014-04-02,70.400002,70.720001,69.889999,70.279999,61.761395,1818400
396,2014-04-03,70.470001,70.57,69.660004,69.769997,61.313217,2319900
397,2014-04-04,70.0,70.720001,69.550003,69.620003,61.1814,2602500
398,2014-04-07,69.620003,69.919998,69.18,69.190002,60.803516,2503800
399,2014-04-08,69.300003,70.660004,68.790001,70.480003,61.937168,3601100
400,2014-04-09,70.419998,70.529999,69.349998,70.300003,61.778992,2687700
401,2014-04-10,70.18,70.650002,69.239998,69.580002,61.146255,3407500
402,2014-04-11,69.529999,69.93,69.239998,69.419998,61.005638,2285400
403,2014-04-14,69.730003,70.519997,69.400002,70.230003,61.717468,1865500
404,2014-04-15,70.220001,70.589996,69.769997,70.57,62.016254,2149400
405,2014-04-16,70.800003,71.529999,70.519997,71.529999,62.859909,1799300
406,2014-04-17,71.230003,71.690002,70.639999,70.669998,62.104134,1831200
407,2014-04-21,70.879997,71.339996,70.370003,70.730003,62.156868,1235400
408,2014-04-22,70.82,71.050003,70.400002,70.870003,62.279892,1602900
409,2014-04-23,70.790001,71.559998,70.720001,71.059998,62.446865,1732900
410,2014-04-24,71.110001,71.769997,70.610001,71.519997,62.851089,1489900
411,2014-04-25,71.519997,72.379997,71.489998,72.330002,63.562927,1689200
412,2014-04-28,72.330002,72.839996,71.919998,72.739998,63.923229,1864600
413,2014-04-29,72.709999,72.809998,72.120003,72.459999,63.677166,2323800
414,2014-04-30,72.900002,73.75,72.18,72.540001,63.747467,2745300
